pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
62.732;10.773;166.757;62.902;13.132;166.893;63.833;9.827;166.435;63.913;5.435;166.764;62.965;10.173;167.076;63.833;9.827;166.435;61.436;14.768;168.228;60.649;12.014;168.188;63.654;14.739;166.985;64.532;14.89;165.894;62.087;9.822;167.701;63.009;5.572;168.399;60.649;12.014;168.188;60.424;9.51;168.347;64.532;14.89;165.894;65.149;12.021;165.598;63.913;5.435;166.764;61.419;3.083;163.334;62.712;14.736;167.634;61.436;14.768;168.228;63.009;5.572;168.399;62.971;0.85;167.436;62.965;10.173;167.076;62.087;9.822;167.701;62.902;13.132;166.893;62.687;15.24;166.592;62.965;10.173;167.076;62.732;10.773;166.757;65.149;12.021;165.598;65.756;9.813;166.507;62.687;15.24;166.592;63.572;16.106;167.801
63.079;10.869;167.263;63.234;13.229;167.388;64.201;9.939;166.966;64.696;5.635;167.76;63.316;10.275;167.59;64.201;9.939;166.966;61.818;14.881;168.763;61.107;12.109;168.896;64.002;14.831;167.459;64.853;14.978;166.347;62.434;9.912;168.201;63.161;5.589;168.63;61.107;12.109;168.896;61.089;9.616;169.25;64.853;14.978;166.347;65.326;12.099;165.911;64.696;5.635;167.76;62.421;2.724;164.62;63.076;14.836;168.132;61.818;14.881;168.763;63.161;5.589;168.63;63.001;0.916;167.462;63.316;10.275;167.59;62.434;9.912;168.201;63.234;13.229;167.388;63.029;15.339;167.09;63.316;10.275;167.59;63.079;10.869;167.263;65.326;12.099;165.911;65.861;9.813;166.655;63.029;15.339;167.09;63.947;16.202;168.276
63.433;10.919;167.755;63.588;13.279;167.887;64.564;9.995;167.475;65.42;5.838;168.655;63.668;10.325;168.085;64.564;9.995;167.475;62.215;14.947;169.292;61.586;12.171;169.612;64.373;14.872;167.948;65.202;15.023;166.82;62.778;9.958;168.682;63.307;5.588;168.832;61.586;12.171;169.612;61.802;9.726;170.177;65.202;15.023;166.82;65.514;12.15;166.226;65.42;5.838;168.655;63.526;2.189;166.084;63.459;14.885;168.636;62.215;14.947;169.292;63.307;5.588;168.832;63.03;0.978;167.457;63.668;10.325;168.085;62.778;9.958;168.682;63.588;13.279;167.887;63.399;15.391;167.596;63.668;10.325;168.085;63.433;10.919;167.755;65.514;12.15;166.226;65.955;9.792;166.785;63.399;15.391;167.596;64.345;16.253;168.761
63.803;10.914;168.242;63.968;13.272;168.393;64.932;9.984;167.973;66.059;5.986;169.438;64.029;10.317;168.572;64.932;9.984;167.973;62.619;14.957;169.812;62.076;12.19;170.312;64.766;14.859;168.451;65.584;15.013;167.316;63.128;9.953;169.155;63.464;5.562;169.041;62.076;12.19;170.312;62.514;9.83;171.075;65.584;15.013;167.316;65.744;12.163;166.573;66.059;5.986;169.438;64.693;1.69;167.651;63.857;14.878;169.146;62.619;14.957;169.812;63.464;5.562;169.041;63.043;1.038;167.436;64.029;10.317;168.572;63.128;9.953;169.155;63.968;13.272;168.393;63.794;15.387;168.108;64.029;10.317;168.572;63.803;10.914;168.242;65.744;12.163;166.573;66.074;9.75;166.945;63.794;15.387;168.108;64.758;16.247;169.259
64.189;10.858;168.729;64.366;13.214;168.9;65.313;9.919;168.472;66.622;6.057;170.137;64.406;10.258;169.06;65.313;9.919;168.472;63.025;14.918;170.312;62.566;12.17;170.976;65.172;14.797;168.954;65.986;14.951;167.816;63.494;9.9;169.63;63.642;5.511;169.286;62.566;12.17;170.976;63.192;9.916;171.911;65.986;14.951;167.816;66.023;12.13;166.955;66.622;6.057;170.137;65.825;1.37;169.186;64.264;14.822;169.65;63.025;14.918;170.312;63.642;5.511;169.286;63.03;1.109;167.423;64.406;10.258;169.06;63.494;9.9;169.63;64.366;13.214;168.9;64.203;15.329;168.61;64.406;10.258;169.06;64.189;10.858;168.729;66.023;12.13;166.955;66.244;9.684;167.153;64.203;15.329;168.61;65.172;16.192;169.755
64.594;10.771;169.225;64.78;13.125;169.405;65.716;9.827;168.977;67.119;6.061;170.78;64.804;10.169;169.557;65.716;9.827;168.977;63.437;14.85;170.796;63.051;12.126;171.594;65.588;14.708;169.448;66.401;14.856;168.308;63.884;9.813;170.115;63.854;5.441;169.585;63.051;12.126;171.594;63.814;9.976;172.662;66.401;14.856;168.308;66.349;12.061;167.367;67.119;6.061;170.78;66.791;1.229;170.529;64.679;14.739;170.142;63.437;14.85;170.796;63.854;5.441;169.585;63.002;1.214;167.433;64.804;10.169;169.557;63.884;9.813;170.115;64.78;13.125;169.405;64.619;15.238;169.099;64.804;10.169;169.557;64.594;10.771;169.225;66.349;12.061;167.367;66.476;9.601;167.417;64.619;15.238;169.099;65.588;16.11;170.237
65.021;10.681;169.736;65.21;13.035;169.911;66.147;9.739;169.494;67.559;6.015;171.375;65.23;10.078;170.067;66.147;9.739;169.494;63.862;14.778;171.272;63.528;12.077;172.165;66.017;14.619;169.933;66.829;14.754;168.791;64.306;9.719;170.616;64.117;5.368;169.951;63.528;12.077;172.165;64.372;10.002;173.317;66.829;14.754;168.791;66.717;11.976;167.806;67.559;6.015;171.375;67.504;1.17;171.561;65.108;14.659;170.627;63.862;14.778;171.272;64.117;5.368;169.951;62.981;1.393;167.475;65.23;10.078;170.067;64.306;9.719;170.616;65.21;13.035;169.911;65.048;15.144;169.577;65.23;10.078;170.067;65.021;10.681;169.736;66.717;11.976;167.806;66.773;9.514;167.746;65.048;15.144;169.577;66.014;16.03;170.706
65.473;10.616;170.262;65.658;12.972;170.421;66.607;9.685;170.021;67.954;5.943;171.915;65.684;10.013;170.591;66.607;9.685;170.021;64.306;14.728;171.75;63.995;12.04;172.689;66.463;14.557;170.417;67.274;14.675;169.272;64.76;9.644;171.133;64.453;5.311;170.398;63.995;12.04;172.689;64.863;9.995;173.875;67.274;14.675;169.272;67.128;11.902;168.276;67.954;5.943;171.915;67.964;1.106;172.246;65.555;14.606;171.111;64.306;14.728;171.75;64.453;5.311;170.398;63.014;1.676;167.581;65.684;10.013;170.591;64.76;9.644;171.133;65.658;12.972;170.421;65.493;15.075;170.054;65.684;10.013;170.591;65.473;10.616;170.262;67.128;11.902;168.276;67.14;9.442;168.154;65.493;15.075;170.054;66.459;15.978;171.169
65.941;10.597;170.798;66.122;12.955;170.933;67.084;9.678;170.551;68.313;5.868;172.387;66.158;9.994;171.123;67.084;9.678;170.551;64.766;14.719;172.233;64.448;12.03;173.168;66.926;14.539;170.906;67.737;14.639;169.76;65.238;9.612;171.663;64.878;5.282;170.942;64.448;12.03;173.168;65.289;9.964;174.339;67.737;14.639;169.76;67.584;11.859;168.785;68.313;5.868;172.387;68.232;1.025;172.628;66.017;14.599;171.6;64.766;14.719;172.233;64.878;5.282;170.942;63.151;2.048;167.815;66.158;9.994;171.123;65.238;9.612;171.663;66.122;12.955;170.933;65.956;15.051;170.535;66.158;9.994;171.123;65.941;10.597;170.798;67.584;11.859;168.785;67.582;9.4;168.646;65.956;15.051;170.535;66.922;15.971;171.638
66.416;10.63;171.332;66.592;12.989;171.445;67.565;9.722;171.074;68.639;5.807;172.783;66.64;10.028;171.653;67.565;9.722;171.074;65.232;14.756;172.721;64.885;12.054;173.605;67.398;14.573;171.405;68.214;14.656;170.261;65.727;9.636;172.198;65.396;5.286;171.59;64.885;12.054;173.605;65.657;9.931;174.721;68.214;14.656;170.261;68.085;11.86;169.33;68.639;5.807;172.783;68.38;0.965;172.798;66.487;14.64;172.095;65.232;14.756;172.721;65.396;5.286;171.59;63.43;2.438;168.236;66.64;10.028;171.653;65.727;9.636;172.198;66.592;12.989;171.445;66.43;15.082;171.026;66.64;10.028;171.653;66.416;10.63;171.332;68.085;11.86;169.33;68.097;9.399;169.218;66.43;15.082;171.026;67.395;16.011;172.121
66.884;10.71;171.853;67.06;13.07;171.951;68.035;9.808;171.581;68.934;5.774;173.104;67.115;10.108;172.171;68.035;9.808;171.581;65.693;14.835;173.209;65.302;12.111;174.004;67.87;14.651;171.911;68.696;14.723;170.773;66.21;9.712;172.726;65.994;5.33;172.332;65.302;12.111;174.004;65.975;9.913;175.033;68.696;14.723;170.773;68.622;11.905;169.905;68.934;5.774;173.104;68.461;0.954;172.86;66.954;14.723;172.593;65.693;14.835;173.209;65.994;5.33;172.332;63.857;2.754;168.865;67.115;10.108;172.171;66.21;9.712;172.726;67.06;13.07;171.951;66.905;15.161;171.522;67.115;10.108;172.171;66.884;10.71;171.853;68.622;11.905;169.905;68.678;9.443;169.857;66.905;15.161;171.522;67.868;16.091;172.62
67.336;10.819;172.352;67.516;13.179;172.443;68.482;9.917;172.063;69.192;5.768;173.359;67.573;10.219;172.668;68.482;9.917;172.063;66.139;14.941;173.691;65.695;12.194;174.368;68.329;14.759;172.416;69.171;14.827;171.289;66.678;9.824;173.239;66.654;5.42;173.14;65.695;12.194;174.368;66.248;9.915;175.287;69.171;14.827;171.289;69.185;11.985;170.499;69.192;5.768;173.359;68.501;0.991;172.888;67.406;14.831;173.088;66.139;14.941;173.691;66.654;5.42;173.14;64.422;2.918;169.678;67.573;10.219;172.668;66.678;9.824;173.239;67.516;13.179;172.443;67.37;15.273;172.018;67.573;10.219;172.668;67.336;10.819;172.352;69.185;11.985;170.499;69.313;9.526;170.554;67.37;15.273;172.018;68.327;16.194;173.127
67.764;10.937;172.823;67.952;13.296;172.915;68.902;10.03;172.516;69.411;5.78;173.556;68.006;10.337;173.137;68.902;10.03;172.516;66.561;15.054;174.16;66.058;12.286;174.7;68.768;14.875;172.911;69.63;14.945;171.8;67.122;9.948;173.729;67.351;5.556;173.981;66.058;12.286;174.7;66.477;9.933;175.494;69.63;14.945;171.8;69.763;12.081;171.106;69.411;5.78;173.556;68.517;1.057;172.92;67.836;14.943;173.572;66.561;15.054;174.16;67.351;5.556;173.981;65.123;2.885;170.645;68.006;10.337;173.137;67.122;9.948;173.729;67.952;13.296;172.915;67.815;15.393;172.505;68.006;10.337;173.137;67.764;10.937;172.823;69.763;12.081;171.106;69.988;9.636;171.304;67.815;15.393;172.505;68.763;16.3;173.633
68.167;11.036;173.266;68.363;13.395;173.365;69.293;10.122;172.94;69.591;5.794;173.706;68.412;10.438;173.579;69.293;10.122;172.94;66.955;15.147;174.609;66.387;12.367;175.005;69.179;14.973;173.391;70.065;15.052;172.299;67.539;10.057;174.193;68.054;5.727;174.817;66.387;12.367;175.005;66.662;9.952;175.665;70.065;15.052;172.299;70.347;12.174;171.721;69.591;5.794;173.706;68.518;1.125;172.962;68.237;15.035;174.038;66.955;15.147;174.609;68.054;5.727;174.817;65.972;2.647;171.75;68.412;10.438;173.579;67.539;10.057;174.193;68.363;13.395;173.365;68.232;15.496;172.976;68.412;10.438;173.579;68.167;11.036;173.266;70.347;12.174;171.721;70.688;9.764;172.104;68.232;15.496;172.976;69.169;16.386;174.127
68.544;11.095;173.687;68.751;13.452;173.797;69.658;10.172;173.341;69.736;5.794;173.82;68.793;10.496;173.998;69.658;10.172;173.341;67.321;15.196;175.04;66.683;12.416;175.295;69.562;15.032;173.854;70.472;15.126;172.784;67.931;10.123;174.631;68.73;5.904;175.615;66.683;12.416;175.295;66.807;9.955;175.817;70.472;15.126;172.784;70.925;12.245;172.342;69.736;5.794;173.82;68.505;1.176;172.998;68.611;15.083;174.488;67.321;15.196;175.04;68.73;5.904;175.615;66.99;2.245;173.006;68.793;10.496;173.998;67.931;10.123;174.631;68.751;13.452;173.797;68.62;15.557;173.431;68.793;10.496;173.998;68.544;11.095;173.687;70.925;12.245;172.342;71.392;9.904;172.95;68.62;15.557;173.431;69.542;16.43;174.607
68.902;11.094;174.098;69.121;13.449;174.223;70.003;10.165;173.731;69.857;5.767;173.916;69.152;10.494;174.403;70.003;10.165;173.731;67.669;15.185;175.466;66.951;12.415;175.587;69.925;15.032;174.307;70.855;15.148;173.256;68.3;10.125;175.052;69.349;6.048;176.35;66.951;12.415;175.587;66.924;9.926;175.974;70.855;15.148;173.256;71.485;12.281;172.963;69.857;5.767;173.916;68.479;1.208;173.004;68.966;15.073;174.93;67.669;15.185;175.466;69.349;6.048;176.35;68.177;1.79;174.422;69.152;10.494;174.403;68.3;10.125;175.052;69.121;13.449;174.223;68.986;15.558;173.878;69.152;10.494;174.403;68.902;11.094;174.098;71.485;12.281;172.963;72.072;10.046;173.817;68.986;15.558;173.878;69.893;16.418;175.074
69.251;11.03;174.515;69.487;13.382;174.659;70.341;10.097;174.123;69.978;5.709;174.024;69.503;10.425;174.811;70.341;10.097;174.123;68.018;15.109;175.905;67.212;12.36;175.907;70.282;14.968;174.762;71.223;15.108;173.724;68.658;10.056;175.47;69.895;6.118;177.008;67.212;12.36;175.907;67.038;9.861;176.166;71.223;15.108;173.724;72.019;12.272;173.569;69.978;5.709;174.024;68.441;1.234;172.964;69.319;14.998;175.379;68.018;15.109;175.905;69.895;6.118;177.008;69.46;1.439;175.939;69.503;10.425;174.811;68.658;10.056;175.47;69.487;13.382;174.659;69.344;15.493;174.332;69.503;10.425;174.811;69.251;11.03;174.515;72.019;12.272;173.569;72.707;10.172;174.659;69.344;15.493;174.332;70.24;16.346;175.541
69.607;10.911;174.957;69.86;13.261;175.12;70.686;9.978;174.536;70.132;5.623;174.186;69.858;10.301;175.24;70.686;9.978;174.536;68.388;14.979;176.379;67.492;12.26;176.281;70.651;14.848;175.232;71.587;15.012;174.193;69.019;9.926;175.903;70.386;6.095;177.592;67.492;12.26;176.281;67.186;9.765;176.426;71.587;15.012;174.193;72.52;12.215;174.146;70.132;5.623;174.186;68.407;1.277;172.898;69.689;14.871;175.851;68.388;14.979;176.379;70.386;6.095;177.592;70.69;1.29;177.387;69.858;10.301;175.24;69.019;9.926;175.903;69.86;13.261;175.12;69.709;15.373;174.808;69.858;10.301;175.24;69.607;10.911;174.957;72.52;12.215;174.146;73.29;10.256;175.428;69.709;15.373;174.808;70.603;16.226;176.019
69.98;10.762;175.435;70.245;13.109;175.614;71.05;9.83;174.99;70.346;5.516;174.444;70.231;10.146;175.706;71.05;9.83;174.99;68.783;14.825;176.891;67.816;12.134;176.721;71.033;14.698;175.721;71.952;14.881;174.67;69.397;9.767;176.373;70.856;5.998;178.125;67.816;12.134;176.721;67.4;9.65;176.772;71.952;14.881;174.67;72.987;12.119;174.696;70.346;5.516;174.444;68.409;1.361;172.863;70.079;14.717;176.352;68.783;14.825;176.891;70.856;5.998;178.125;71.717;1.275;178.55;70.231;10.146;175.706;69.397;9.767;176.373;70.245;13.109;175.614;70.086;15.222;175.309;70.231;10.146;175.706;69.98;10.762;175.435;72.987;12.119;174.696;73.828;10.283;176.106;70.086;15.222;175.309;70.984;16.081;176.514
70.375;10.613;175.955;70.638;12.96;176.139;71.437;9.68;175.494;70.632;5.402;174.817;70.627;9.995;176.221;71.437;9.68;175.494;69.185;14.677;177.428;68.185;12.002;177.212;71.42;14.554;176.229;72.316;14.745;175.16;69.798;9.614;176.894;71.326;5.868;178.635;68.185;12.002;177.212;67.693;9.532;177.195;72.316;14.745;175.16;73.417;12.01;175.237;70.632;5.402;174.817;68.478;1.5;172.91;70.474;14.57;176.873;69.185;14.677;177.428;71.326;5.868;178.635;72.462;1.234;179.314;70.627;9.995;176.221;69.798;9.614;176.894;70.638;12.96;176.139;70.464;15.071;175.828;70.627;9.995;176.221;70.375;10.613;175.955;73.417;12.01;175.237;74.318;10.258;176.716;70.464;15.071;175.828;71.365;15.942;177.022
70.788;10.498;176.513;71.035;12.848;176.689;71.843;9.559;176.049;70.989;5.303;175.304;71.04;9.881;176.781;71.843;9.559;176.049;69.577;14.564;177.977;68.589;11.886;177.738;71.801;14.449;176.757;72.679;14.64;175.673;70.216;9.507;177.464;71.784;5.742;179.126;68.589;11.886;177.738;68.06;9.424;177.68;72.679;14.64;175.673;73.802;11.914;175.786;70.989;5.303;175.304;68.622;1.719;173.052;70.862;14.463;177.41;69.577;14.564;177.977;71.784;5.742;179.126;72.911;1.092;179.705;71.04;9.881;176.781;70.216;9.507;177.464;71.035;12.848;176.689;70.837;14.954;176.362;71.04;9.881;176.781;70.788;10.498;176.513;73.802;11.914;175.786;74.736;10.186;177.271;70.837;14.954;176.362;71.732;15.84;177.548
71.212;10.449;177.095;71.439;12.801;177.259;72.261;9.498;176.639;71.415;5.24;175.897;71.462;9.834;177.37;72.261;9.498;176.639;69.967;14.502;178.545;69.016;11.811;178.299;72.188;14.411;177.316;73.058;14.595;176.224;70.64;9.473;178.06;72.189;5.638;179.576;69.016;11.811;178.299;68.489;9.349;178.225;73.058;14.595;176.224;74.141;11.853;176.325;71.415;5.24;175.897;68.855;2.054;173.288;71.25;14.418;177.972;69.967;14.502;178.545;72.189;5.638;179.576;73.093;0.912;179.829;71.462;9.834;177.37;70.64;9.473;178.06;71.439;12.801;177.259;71.217;14.903;176.921;71.462;9.834;177.37;71.212;10.449;177.095;74.141;11.853;176.325;75.062;10.066;177.749;71.217;14.903;176.921;72.103;15.8;178.106
71.64;10.479;177.681;71.854;12.833;177.838;72.683;9.516;177.239;71.926;5.223;176.607;71.885;9.866;177.963;72.683;9.516;177.239;70.375;14.504;179.14;69.462;11.799;178.905;72.593;14.448;177.9;73.458;14.622;176.804;71.057;9.519;178.656;72.512;5.572;179.963;69.462;11.799;178.905;68.967;9.331;178.837;73.458;14.622;176.804;74.437;11.84;176.822;71.926;5.223;176.607;69.218;2.493;173.653;71.656;14.446;178.558;70.375;14.504;179.14;72.512;5.572;179.963;73.089;0.79;179.812;71.885;9.866;177.963;71.057;9.519;178.656;71.854;12.833;177.838;71.618;14.935;177.509;71.885;9.866;177.963;71.64;10.479;177.681;74.437;11.84;176.822;75.299;9.93;178.118;71.618;14.935;177.509;72.502;15.83;178.696
72.058;10.575;178.249;72.264;12.93;178.401;73.104;9.606;177.827;72.554;5.253;177.442;72.299;9.964;178.54;73.104;9.606;177.827;70.799;14.572;179.738;69.919;11.853;179.546;73.004;14.544;178.473;73.861;14.709;177.369;71.464;9.625;179.227;72.76;5.553;180.295;69.919;11.853;179.546;69.482;9.373;179.519;73.861;14.709;177.369;74.7;11.884;177.256;72.554;5.253;177.442;69.776;2.924;174.221;72.072;14.536;179.137;70.799;14.572;179.738;72.76;5.553;180.295;73.023;0.769;179.778;72.299;9.964;178.54;71.464;9.625;179.227;72.264;12.93;178.401;72.026;15.035;178.093;72.299;9.964;178.54;72.058;10.575;178.249;74.7;11.884;177.256;75.48;9.842;178.392;72.026;15.035;178.093;72.923;15.918;179.28
72.455;10.701;178.786;72.647;13.058;178.925;73.519;9.741;178.389;73.308;5.341;178.386;72.699;10.095;179.086;73.519;9.741;178.389;71.217;14.689;180.305;70.381;11.951;180.205;73.395;14.668;178.993;74.234;14.824;177.874;71.858;9.752;179.763;72.962;5.569;180.591;70.381;11.951;180.205;70.047;9.455;180.27;74.234;14.824;177.874;74.934;11.969;177.632;73.308;5.341;178.386;70.558;3.15;175.046;72.475;14.66;179.673;71.217;14.689;180.305;72.962;5.569;180.591;72.994;0.817;179.793;72.699;10.095;179.086;71.858;9.752;179.763;72.647;13.058;178.925;72.413;15.165;178.633;72.699;10.095;179.086;72.455;10.701;178.786;74.934;11.969;177.632;75.638;9.822;178.615;72.413;15.165;178.633;73.336;16.036;179.81
72.833;10.819;179.291;73.005;13.178;179.414;73.923;9.878;178.92;74.141;5.501;179.37;73.084;10.221;179.6;73.923;9.878;178.92;71.623;14.817;180.834;70.857;12.058;180.877;73.764;14.784;179.461;74.577;14.933;178.321;72.238;9.866;180.266;73.139;5.594;180.847;70.857;12.058;180.877;70.694;9.554;181.095;74.577;14.933;178.321;75.139;12.06;177.96;74.141;5.501;179.37;71.523;3.03;176.122;72.861;14.783;180.164;71.623;14.817;180.834;73.139;5.594;180.847;73.012;0.884;179.832;73.084;10.221;179.6;72.238;9.866;180.266;73.005;13.178;179.414;72.776;15.287;179.125;73.084;10.221;179.6;72.833;10.819;179.291;75.139;12.06;177.96;75.772;9.83;178.794;72.776;15.287;179.125;73.731;16.151;180.281
73.206;10.903;179.774;73.366;13.264;179.891;74.315;9.977;179.425;74.963;5.709;180.302;73.46;10.31;180.089;74.315;9.977;179.425;72.036;14.92;181.345;71.357;12.146;181.564;74.141;14.863;179.918;74.926;15.011;178.759;72.608;9.945;180.742;73.298;5.606;181.059;71.357;12.146;181.564;71.423;9.661;181.973;74.926;15.011;178.759;75.331;12.132;178.259;74.963;5.709;180.302;72.623;2.602;177.407;73.255;14.87;180.643;72.036;14.92;181.345;73.298;5.606;181.059;73.045;0.949;179.847;73.46;10.31;180.089;72.608;9.945;180.742;73.366;13.264;179.891;73.15;15.374;179.605;73.46;10.31;180.089;73.206;10.903;179.774;75.331;12.132;178.259;75.878;9.825;178.927;73.15;15.374;179.605;74.136;16.237;180.735
73.589;10.939;180.245;73.752;13.298;180.373;74.704;10.014;179.91;75.707;5.901;181.127;73.839;10.344;180.562;74.704;10.014;179.91;72.462;14.971;181.852;71.876;12.196;182.253;74.543;14.89;180.392;75.31;15.041;179.221;72.977;9.977;181.201;73.456;5.599;181.252;71.876;12.196;182.253;72.187;9.771;182.859;75.31;15.041;179.221;75.545;12.174;178.571;75.707;5.901;181.127;73.827;2.056;178.849;73.668;14.905;181.129;72.462;14.971;181.852;73.456;5.599;181.252;73.07;1.01;179.834;73.839;10.344;180.562;72.977;9.977;181.201;73.752;13.298;180.373;73.553;15.412;180.094;73.839;10.344;180.562;73.589;10.939;180.245;75.545;12.174;178.571;75.982;9.798;179.057;73.553;15.412;180.094;74.564;16.273;181.204
73.987;10.919;180.711;74.163;13.276;180.859;75.1;9.986;180.388;76.363;6.028;181.852;74.228;10.321;181.03;75.1;9.986;180.388;72.893;14.966;182.345;72.402;12.203;182.918;74.967;14.861;180.876;75.723;15.016;179.699;73.355;9.958;181.654;73.628;5.566;181.459;72.402;12.203;182.918;72.937;9.871;183.705;75.723;15.016;179.699;75.806;12.174;178.915;76.363;6.028;181.852;75.076;1.597;180.361;74.095;14.882;181.617;72.893;14.966;182.345;73.628;5.566;181.459;73.075;1.071;179.813;74.228;10.321;181.03;73.355;9.958;181.654;74.163;13.276;180.859;73.979;15.391;180.583;74.228;10.321;181.03;73.987;10.919;180.711;75.806;12.174;178.915;76.122;9.75;179.221;73.979;15.391;180.583;75.003;16.252;181.681
74.402;10.852;181.18;74.592;13.207;181.344;75.511;9.911;180.867;76.941;6.08;182.505;74.634;10.251;181.499;75.511;9.911;180.867;73.325;14.917;182.819;72.924;12.175;183.544;75.401;14.789;181.355;76.155;14.943;180.176;73.75;9.894;182.112;73.827;5.508;181.708;72.924;12.175;183.544;73.642;9.951;184.484;76.155;14.943;180.176;76.119;12.13;179.29;76.941;6.08;182.505;76.25;1.332;181.8;74.529;14.816;182.096;73.325;14.917;182.819;73.827;5.508;181.708;73.056;1.148;179.806;74.634;10.251;181.499;73.75;9.894;182.112;74.592;13.207;181.344;74.415;15.321;181.06;74.634;10.251;181.499;74.402;10.852;181.18;76.119;12.13;179.29;76.32;9.679;179.435;74.415;15.321;181.06;75.442;16.186;182.152
74.838;10.761;181.658;75.035;13.115;181.828;75.947;9.817;181.354;77.453;6.068;183.109;75.064;10.158;181.978;75.947;9.817;181.354;73.764;14.845;183.278;73.437;12.128;184.124;75.844;14.698;181.824;76.597;14.843;180.643;74.173;9.803;182.58;74.067;5.436;182.012;73.437;12.128;184.124;74.284;10.002;185.178;76.597;14.843;180.643;76.477;12.054;179.691;77.453;6.068;183.109;77.216;1.226;183.018;74.971;14.731;182.564;73.764;14.845;183.278;74.067;5.436;182.012;73.028;1.27;179.825;75.064;10.158;181.978;74.173;9.803;182.58;75.035;13.115;181.828;74.858;15.227;181.523;75.064;10.158;181.978;74.838;10.761;181.658;76.477;12.054;179.691;76.583;9.593;179.702;74.858;15.227;181.523;75.884;16.102;182.608
75.299;10.675;182.15;75.496;13.03;182.312;76.412;9.736;181.851;77.909;6.013;183.668;75.524;10.072;182.469;76.412;9.736;181.851;74.218;14.777;183.731;73.94;12.081;184.657;76.301;14.614;182.285;77.054;14.745;181.102;74.629;9.711;183.062;74.368;5.366;182.384;73.94;12.081;184.657;74.855;10.019;185.778;77.054;14.745;181.102;76.879;11.97;180.118;77.909;6.013;183.668;77.904;1.171;183.922;75.429;14.656;183.025;74.218;14.777;183.731;74.368;5.366;182.384;73.02;1.476;179.88;75.524;10.072;182.469;74.629;9.711;183.062;75.496;13.03;182.312;75.315;15.137;181.977;75.524;10.072;182.469;75.299;10.675;182.15;76.879;11.97;180.118;76.916;9.508;180.035;75.315;15.137;181.977;76.338;16.028;183.052
